age,housing,loan,day,duration,pdays,previous,y,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,default_no,default_yes,contact_cellular,contact_telephone,contact_unknown,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,contacted_before
0.006514948449407755,True,False,-0.0982181693341559,-0.9511690143172365,-0.8882301210527085,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
0.7599367086994201,True,False,1.7034223914978113,0.4678041927163298,0.49220166722534575,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,False
0.1006926684806593,False,False,1.8235317622199425,-0.31680268007830276,-0.23869505015331388,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,False
-0.3701959316755984,True,False,-0.5786556522226806,0.8270785261068283,0.8039437397338183,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False
1.419180748918181,False,False,-0.0982181693341559,0.4475256024933072,0.47420308535508754,0,yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
-0.18184049161309532,False,False,1.2229849086092868,0.41848329103705445,0.4483486704725587,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
-1.0294399718943592,True,False,1.463203650053549,0.43517397393329843,0.46321843904475596,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
-0.3701959316755984,True,True,-1.2993118765554674,0.22068755864822828,0.26978866305695026,0,no,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
-1.4061508520193653,False,False,-1.5395306179997297,-0.1698696836870504,-0.09614073024848963,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,False
1.3250030288869294,False,False,1.463203650053549,0.7210792031434877,0.7133431362008621,2,yes,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,True
-1.2177954119568624,True,False,1.2229849086092868,-0.5989529825213503,-0.5204887973534316,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
0.2890481085431624,False,False,-1.0590931351112052,0.9262730264785793,0.8877225497608143,0,no,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
0.571581268636917,False,False,0.622438054998631,-3.2220629789703565,-3.844917301507497,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True
0.6657589886681685,False,True,0.1420005721101064,0.6487275323101253,0.6508507236467574,0,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,False
-0.652729091769353,True,False,0.3822193135543687,1.2337536450839584,1.1414776817913843,0,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
2.0784247891369416,False,False,0.1420005721101064,1.2015472580333626,1.115308037568457,2,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,True
